user_id,household_size,number_of_kids,income_type,class,gross_monthly_income,net_monthly_income,assets_total,investments_total,savings_total,debts_total,rent_mortgage,utilities,insurance,transportation,groceries,clothes,phone,subscriptions,miscellaneous,fixed_costs_total,emergency_fund,house_rent_savings,guilt_free_spending,total_net_worth,financial_stress,owns_home,user_goals
624,4,0,single_income,poor,26524,20786,103005,19439,1630,58220,3978,4660,5725,8856,14089,5390,1722,1540,7968,61091,46274,0,4205,65854,yes,yes,Repay credit card dues
625,6,0,single_income,lower_middle,33236,28789,1224576,30312,15383,159602,4985,2853,5532,3161,11920,7693,2412,4928,9101,69779,11331,0,6537,1110669,no,yes,Repay credit card dues
626,5,1,single_income,middle,104564,88098,4812104,264998,37528,200068,15684,2826,5567,9067,17361,2983,980,3966,10255,78625,24410,17449,18717,4914562,no,no,Start a small business
627,3,2,single_income,middle,62203,49525,3193283,283643,21144,625915,9330,2560,3187,5133,11411,3689,811,1080,6298,48291,38744,27881,34083,2872155,no,no,Pay off debt
628,3,2,single_income,upper_middle,120972,93901,8507091,637693,322621,149738,18145,2495,4562,8839,18062,2272,2599,4448,11989,91920,31340,27266,44530,9317667,no,no,Increase term insurance
629,6,2,single_income,middle,93329,81789,4035156,368821,81810,250357,13999,4722,5751,8421,11759,4100,2384,1253,10647,81630,27320,7205,40947,4235430,no,no,Start an education fund
630,5,2,single_income,middle,62808,54853,2275995,493126,84928,723047,9421,3555,4558,5913,9419,4167,2644,1676,8140,62412,30844,27920,30058,2131002,no,no,Increase term insurance
631,6,1,dual_income,middle,112038,95530,2639135,205547,80002,737214,16805,5596,5511,2891,19179,8112,851,2943,9776,74951,21321,8980,48823,2187470,no,no,Build emergency fund
632,6,0,dual_income,upper_middle,187114,154552,7750631,1932609,357057,705871,28067,3181,3780,7619,10413,7459,1357,2661,13192,101141,36516,0,62160,9334426,no,yes,Pay off debt
633,6,2,single_income,rich,270975,227167,17211324,7783736,5912044,464235,40646,3828,3414,2519,11907,2276,1505,4553,12752,97770,28196,0,112679,30442869,no,yes,Invest in stock market
634,4,1,single_income,rich,294877,242626,37532433,8188387,854100,202322,44231,3294,4623,7568,14255,2238,1543,2116,13488,103411,27724,0,142675,46372598,no,yes,Renovate home
635,4,2,dual_income,middle,91325,78297,4417912,219828,87071,346004,13698,2948,2862,4642,11941,3021,933,4011,8141,62419,12506,17996,30749,4378807,no,no,Renovate home
636,4,2,single_income,rich,491242,380431,49061652,3715027,7512070,311406,73686,5801,5867,3377,15641,7004,2271,4834,20214,154976,8261,0,56023,59977343,no,yes,Travel abroad next year
637,6,0,dual_income,lower_middle,39631,33191,1072618,177380,3846,193431,5944,5714,4407,8683,8810,8752,2548,4886,8821,67628,7251,0,5224,1060413,no,yes,Build wealth for kids
638,4,1,dual_income,upper_middle,172204,148339,8039247,1216300,317443,727517,25830,4975,3090,4906,9746,6309,2220,4004,9831,75371,22952,17667,42202,8845473,no,no,Increase term insurance
639,6,0,single_income,lower_middle,59424,45314,1536960,181288,3821,182508,8913,4705,4001,7893,10483,9719,1204,4279,10789,82721,27537,0,17702,1539561,no,yes,Travel abroad next year
640,3,0,single_income,middle,102850,80703,2930522,227171,70790,543264,15427,4992,2919,2160,17448,8634,2310,772,10887,83469,12081,0,24850,2685219,no,yes,Plan a family vacation
641,4,2,single_income,upper_middle,137985,121502,5399104,990899,482378,339990,20697,4802,2251,7652,18546,5501,1174,3770,11140,85409,46401,0,48309,6532391,no,yes,Build emergency fund
642,5,2,single_income,lower_middle,48705,37556,1385591,66553,5279,57712,7305,4528,2454,2195,12694,3332,2259,2017,7413,56839,37525,22441,9680,1399711,no,no,Fund children's marriage
643,6,0,single_income,lower_middle,32840,29199,1201565,82951,7639,67875,4926,2509,5473,3859,13061,3858,1413,3466,7085,54322,18346,0,9975,1224280,no,yes,Build emergency fund
644,4,1,single_income,lower_middle,44094,33247,1913466,74783,13195,66959,6614,5738,3998,7350,14444,3016,525,3856,8058,61781,48327,0,5198,1934485,no,yes,Build emergency fund
645,5,1,dual_income,rich,288898,234778,10828267,4892717,8404853,398620,43334,2324,5017,5529,12980,6360,881,4279,12798,98118,48065,0,83339,23727217,no,yes,Build passive income
646,6,1,single_income,middle,111302,99610,4512071,406335,74112,211399,16695,5826,4153,9750,17804,3077,1800,3029,11544,88508,41028,0,27685,4781119,no,yes,Increase term insurance
647,3,1,dual_income,upper_middle,144967,116847,5840720,1277156,224939,388766,21745,3572,5653,8312,19086,8313,2532,998,12844,98476,37203,0,75201,6954049,no,yes,Invest in stock market
648,3,0,single_income,upper_middle,165420,136302,5482974,1652957,165671,731884,24813,2017,3890,6012,14546,2204,998,3814,9788,75043,23595,0,56447,6569718,no,yes,Buy a new car
649,6,2,dual_income,upper_middle,155449,118432,8911353,911855,305700,171918,23317,5159,3560,3452,17435,4322,2170,4163,11016,84459,48262,0,72710,9956990,no,yes,Fund children's marriage
650,5,0,single_income,rich,358996,311518,21456413,3555722,3979317,31854,53849,5970,3181,2727,15039,5884,1641,4242,15917,122031,24228,0,110796,28959598,no,yes,Buy a new car
651,3,0,single_income,upper_middle,138008,109545,7699096,923499,413052,763178,20701,2240,5580,6761,14975,2975,2539,2813,10473,80298,46515,0,35119,8272469,no,yes,Down payment for a house
652,5,0,dual_income,middle,72427,60244,3279315,202263,45165,845647,10864,4422,2290,4090,11935,5958,1755,2157,8700,66701,11185,25812,48308,2681096,no,no,Down payment for a house
653,4,2,single_income,upper_middle,156786,121255,7454497,968741,445888,218222,23517,2062,2260,5571,11192,6953,1763,3274,9333,71554,21972,0,53054,8650904,no,yes,Invest in stock market
654,4,1,single_income,upper_middle,196680,172240,9776194,527182,442020,409203,29502,2335,4110,5864,18392,5997,1353,3929,12090,92696,25905,0,38787,10336193,no,yes,Plan a family vacation
655,4,2,dual_income,upper_middle,186199,165795,8586203,1291006,450435,721065,27929,4910,3500,5178,13546,6490,1300,2480,10675,81846,45576,24903,52676,9606579,no,no,Down payment for a house
656,6,0,dual_income,upper_middle,132803,100900,9523209,1152862,302382,509379,19920,2324,5996,4670,17690,3688,2499,4812,9886,75799,44720,16716,32844,10469074,no,no,Down payment for a house
657,6,0,dual_income,upper_middle,174457,135089,8235887,1454321,300065,193391,26168,2874,3897,5536,10179,6720,2359,2443,11170,85639,16338,27296,66258,9796882,no,no,Retirement savings
658,3,1,dual_income,middle,61746,47871,4015761,450448,93861,204486,9261,4728,4545,4558,14846,5041,2500,2553,8961,68701,5193,0,31485,4355584,no,yes,Plan a family vacation
659,6,0,single_income,lower_middle,57830,44692,1961415,151321,8229,141810,8674,3513,5213,7108,9783,3966,602,541,7809,59870,48954,27593,9566,1979155,no,no,Increase term insurance
660,3,1,dual_income,poor,13689,10706,181435,14687,3997,98629,2053,4198,3097,9224,16526,9419,2442,2348,7972,61121,5766,0,1120,101490,yes,yes,Start a small business
661,5,1,dual_income,lower_middle,48757,41536,1011213,145384,11804,96545,7313,4894,2116,9374,11983,5768,2004,3544,8585,65824,13002,0,15983,1071856,no,yes,Buy a new car
662,5,0,dual_income,lower_middle,58414,45121,1058031,174458,10620,66868,8762,2695,4204,6660,8201,5857,1698,4768,9059,69456,8477,7202,6428,1176241,no,no,Plan a family vacation
663,3,1,dual_income,upper_middle,190886,148251,7755318,1424667,456512,124718,28632,5749,4074,9413,15654,9814,701,3579,13123,100614,34143,7102,41545,9511779,no,no,Increase term insurance
664,6,1,dual_income,poor,28543,24444,139169,14034,2544,66865,4281,5699,3931,4273,16250,7195,2975,997,9115,69886,11959,11210,3613,88882,yes,no,Build emergency fund
665,5,0,single_income,upper_middle,137991,117995,5687887,1513903,412570,472507,20698,2056,5437,4355,13581,2749,1177,2204,9687,74271,49405,0,63458,7141853,no,yes,Plan a family vacation
666,4,1,dual_income,upper_middle,159177,140736,7738343,981465,166421,788992,23876,2785,2456,2344,8553,7116,1287,1452,10977,84157,5814,29719,69685,8097237,no,no,Fund children's marriage
667,3,0,single_income,rich,305076,262484,28603557,3630763,3787477,422768,45761,4395,2475,3338,8524,7544,1061,4202,14187,108767,42432,6205,137858,35599029,no,no,Pay off debt
668,6,1,single_income,middle,65239,50795,2569073,123358,76450,419592,9785,2051,3003,4621,11190,5948,1787,2272,8179,62712,37238,20762,43428,2349289,no,no,Plan a family vacation
669,4,1,single_income,middle,86855,76437,2976273,483883,21046,934474,13028,3623,5672,9222,9176,9406,2815,1531,11084,84983,36433,0,38368,2546728,no,yes,Increase term insurance
670,6,0,single_income,lower_middle,38936,33816,1227362,31028,15185,107965,5840,2820,2411,2113,10446,5346,623,4642,6461,49536,21070,0,10090,1165610,no,yes,Upgrade to a bigger house
671,6,0,single_income,upper_middle,168575,141510,9899619,1628836,155871,291750,25286,3069,3191,9612,18861,6141,1039,4240,12933,99154,17040,24477,61351,11392576,no,no,Pay off debt
672,6,1,single_income,middle,102464,88746,3586578,423022,54208,559625,15369,2554,4780,7136,19446,8534,543,2536,12483,95709,10560,0,36568,3504183,no,yes,Invest in stock market
673,4,2,single_income,upper_middle,160397,130973,5207932,629189,125247,251015,24059,5084,5233,6439,9472,4379,2811,2881,11608,89001,18691,0,69460,5711353,no,yes,Fund children's marriage
674,4,0,single_income,rich,240024,182744,13918156,7876021,4179956,297313,36003,5081,4006,7163,17978,3409,2262,3740,12346,94657,32265,0,128647,25676820,no,yes,Start an education fund
675,6,2,single_income,lower_middle,35103,26772,502781,17330,5257,108642,5265,3967,5327,2881,9847,8599,2475,4768,8464,64896,42336,12163,10097,416726,no,no,Fund children's marriage
676,4,0,dual_income,rich,317296,285562,39485483,7960098,9340538,11780,47594,2178,4104,9865,15771,9971,2429,611,15135,116040,49179,29332,126230,56774339,no,no,Travel abroad next year
677,4,0,dual_income,lower_middle,33127,25811,1048155,109507,1208,115572,4969,4910,4779,9675,13347,9595,1309,4019,8887,68134,18083,21879,6828,1043298,no,no,Buy a new car
678,3,1,single_income,middle,75918,60033,2678514,279238,31992,496145,11387,3304,5938,7952,8132,2448,2811,4462,8046,61686,9854,0,29546,2493599,no,yes,Upgrade to a bigger house
679,3,0,dual_income,lower_middle,52720,43077,1573666,64277,13255,149895,7908,5699,2083,5742,10127,3601,1021,4829,7338,56260,39610,0,12953,1501303,no,yes,Repay credit card dues
680,5,0,dual_income,middle,97256,85552,3831524,221638,21927,994733,14588,5223,4031,7071,8954,9582,2169,4331,10340,79278,29104,0,36313,3080356,no,yes,Plan a family vacation
681,4,0,single_income,middle,87723,73753,2952791,373989,88106,555183,13158,4321,5610,8197,17079,2744,2824,3179,9683,74239,18536,28097,22450,2859703,no,no,Open a PPF account
682,4,1,dual_income,rich,484501,431920,45952298,5677050,2613415,435396,72675,3620,5355,4349,13251,5191,2251,1031,18931,145138,16357,0,100099,53807367,no,yes,Start an education fund
683,3,2,dual_income,middle,116938,91513,2828008,415462,89550,589203,17540,4329,2393,4465,11277,9431,1834,1125,10577,81094,43756,0,28613,2743817,no,yes,Pay medical bills
684,4,2,single_income,poor,20301,17293,73305,2781,1891,76910,3045,3694,5228,8682,18248,4323,2774,855,9170,70307,36562,0,1639,1067,yes,yes,Start a small business
685,5,2,single_income,middle,103427,88344,2038872,154971,43306,621426,15514,4064,4493,6265,15447,5984,839,4090,9944,76242,31509,0,43239,1615723,no,yes,Upgrade to a bigger house
686,4,0,dual_income,lower_middle,37733,32363,611414,70585,10318,160937,5659,5613,3047,7590,9224,8274,2903,4645,9291,71232,27991,12407,9704,531380,no,no,Pay off debt
687,4,2,single_income,middle,69567,62185,4594440,348134,37399,233103,10435,3799,2257,7086,8184,7811,622,4014,9079,69606,37734,0,30330,4746870,no,yes,Start an education fund
688,3,0,single_income,upper_middle,173096,151140,6582997,615742,248157,659990,25964,3560,3941,8234,12695,9668,2309,1151,12873,98693,36152,21800,44347,6786906,no,no,Fund children's marriage
689,4,0,dual_income,lower_middle,46623,40651,1215597,116632,9047,137787,6993,4263,5491,6804,18790,9109,2167,3380,10436,80013,46446,0,8194,1203489,no,yes,Renovate home
690,5,2,single_income,poor,24716,20251,106342,17868,690,57235,3707,4347,4455,5708,14376,9930,2422,3508,8393,64349,28600,0,1012,67665,yes,yes,Pay medical bills
691,4,0,dual_income,middle,71880,64641,3304862,288227,85316,795144,10782,5549,3106,8952,16649,4738,1887,4196,10346,79323,10635,0,23727,2883261,no,yes,Build emergency fund
692,6,1,single_income,upper_middle,194975,151004,9254970,863021,418149,732013,29246,4101,4393,9691,8135,4377,1959,1312,11415,87516,31320,28952,41403,9804127,no,no,Retirement savings
693,6,0,dual_income,middle,77677,69138,3502224,193402,56158,668205,11651,2102,5794,7549,12887,7773,738,1381,10263,78685,28134,0,30904,3083579,no,yes,Down payment for a house
694,5,1,dual_income,upper_middle,138823,123565,7434705,604249,125852,137535,20823,4513,2838,5648,15131,3312,1573,4247,9725,74563,33664,27402,37004,8027271,no,no,Build emergency fund
695,3,2,dual_income,lower_middle,47763,37528,1925216,82565,5412,185724,7164,2869,4988,6670,12124,8500,864,1814,8587,65835,10272,0,11834,1827469,no,yes,Pay medical bills
696,6,2,dual_income,lower_middle,49088,38087,832744,112092,17489,104888,7363,2616,2225,4418,8027,5055,1494,832,7916,60693,17770,0,10812,857437,no,yes,Fund children's marriage
697,4,1,dual_income,lower_middle,45029,34940,1704155,59596,4973,58436,6754,5467,4868,8650,15067,5192,1782,2857,9911,75990,8879,23499,15086,1710288,no,no,Fund children's marriage
698,6,0,single_income,middle,97249,84143,4514217,304381,49076,925483,14587,3403,5841,5930,17018,7333,1621,1165,10744,82372,37271,0,48124,3942191,no,yes,Build emergency fund
699,3,2,single_income,middle,67045,58824,4434212,156435,52261,445749,10056,3936,2292,9062,10736,2956,1584,3145,9753,74773,25158,10013,28343,4197159,no,no,Build emergency fund
700,3,1,single_income,poor,21604,16227,183553,17885,4091,55721,3240,4562,3152,5906,9272,6836,2362,4918,8314,63743,46782,0,2473,149808,yes,yes,Pay off debt
701,4,0,single_income,lower_middle,33649,25462,627390,177966,16073,102723,5047,3069,5160,3721,16566,9868,1057,1628,10056,77096,26804,0,8933,718706,no,yes,Pay medical bills
702,5,1,dual_income,lower_middle,39823,33767,893273,124007,8503,143829,5973,4737,3397,7878,11877,4282,1912,4834,8795,67433,39543,16351,10848,881954,no,no,Buy a new car
703,6,0,dual_income,lower_middle,33974,26283,735281,102769,19686,62636,5096,5140,2088,6966,11726,4042,2374,3498,9231,70774,5909,17729,7302,795100,no,no,Build emergency fund
704,3,1,dual_income,lower_middle,33072,26959,905234,29652,4476,145768,4960,2395,5931,7872,16736,8855,1584,1653,8564,65662,26857,0,16098,793594,no,yes,Upgrade to a bigger house
705,4,2,single_income,upper_middle,179439,149454,7390785,1571754,441163,420100,26915,2375,2805,2920,11604,8953,1943,2045,12197,93512,38978,15272,77802,8983602,no,no,Renovate home
706,6,2,single_income,middle,77297,64253,4335109,128831,76478,525053,11594,5737,4779,8298,16530,3976,1294,3719,10880,83414,5102,0,44367,4015365,no,yes,Start a small business
707,5,0,single_income,upper_middle,137918,106718,9863341,1952831,389929,366714,20687,4851,3257,2054,17122,7411,811,4583,11727,89907,43764,0,36706,11839387,no,yes,Build passive income
708,5,0,single_income,middle,110245,88977,2174847,464211,32227,606247,16536,4028,4137,7857,15926,3929,1958,2477,10468,80255,7413,0,48000,2065038,no,yes,Travel abroad next year
709,4,2,dual_income,middle,69952,62585,2429581,428300,76724,477599,10492,2391,2351,4853,9689,6671,2193,1225,8184,62745,46121,19225,37210,2457006,no,no,Start an education fund
710,4,1,dual_income,middle,72291,58909,4574830,388298,45650,705092,10843,5433,4615,9384,8877,3091,1666,2174,10269,78730,47568,24436,18205,4303686,no,no,Start a small business
711,6,0,single_income,upper_middle,190784,159553,8509605,822233,126440,414587,28617,2227,4043,8073,18256,7704,511,1191,12136,93045,33281,6739,51230,9043691,no,no,Build emergency fund
712,6,0,single_income,middle,67649,60193,3541383,375337,84042,521660,10147,2744,4527,8275,19265,6210,980,1441,10332,79213,10050,0,30629,3479102,no,yes,Travel abroad next year
713,3,2,single_income,upper_middle,136760,107307,8092270,543815,293532,502473,20514,3517,4600,6219,18296,4853,1979,2015,12056,92431,40785,29195,52450,8427144,no,no,Open a PPF account
714,6,1,single_income,rich,334868,277122,44710135,3124165,3018896,246992,50230,5413,5788,9568,19725,8881,1229,1775,17112,131196,40841,0,68648,50606204,no,yes,Pay off debt
715,4,2,dual_income,poor,24405,20992,67544,4403,3323,52510,3660,2585,5345,5854,13816,6604,504,4809,9688,74277,35131,0,2971,22760,yes,yes,Build passive income
716,5,0,single_income,lower_middle,39402,33647,1116149,187028,19152,157089,5910,3926,2856,7988,16743,9847,542,1106,9579,73443,13863,10022,14616,1165240,no,no,Build passive income
717,6,2,dual_income,poor,15149,12148,48079,2484,615,48601,2272,5807,4072,8514,16716,9486,2777,2925,8732,66947,32850,0,3205,2577,yes,yes,Invest in stock market
718,3,1,dual_income,upper_middle,140948,126700,7393078,1129505,332103,299460,21142,5553,2330,3955,16778,2200,953,3411,11058,84782,17091,0,71845,8555226,no,yes,Pay medical bills
719,6,0,single_income,lower_middle,56479,48302,1393034,36104,6369,183606,8471,4684,4835,2166,18902,5624,2847,2025,8720,66856,7774,0,7226,1251901,no,yes,Renovate home
720,3,2,dual_income,lower_middle,56685,42863,589938,37232,12381,147239,8502,5192,4097,6094,10930,2763,2583,3895,8826,67671,34000,26185,13020,492312,no,no,Build emergency fund
721,5,2,dual_income,middle,115701,88546,3928968,296257,94426,762585,17355,4494,4965,7187,18895,3999,2163,2526,11453,87809,31944,0,23299,3557066,no,yes,Buy a new car
722,5,1,single_income,rich,394099,325521,33783027,9458249,8730529,66224,59114,4210,2976,3355,9687,2349,2271,4708,16251,124596,18341,0,75365,51905581,no,yes,Build passive income
723,5,1,single_income,upper_middle,165812,132571,5968032,1211759,320194,420051,24871,5506,4585,8368,15613,3340,1937,1448,10508,80566,24076,20756,46340,7079934,no,no,Fund children's marriage
724,4,0,single_income,poor,20935,16130,22467,11073,201,50650,3140,5029,5764,8917,13408,3948,1193,4232,9617,73736,43655,0,3086,-16909,yes,yes,Buy a new car
725,5,1,dual_income,lower_middle,43845,38593,1431324,67827,14395,193463,6576,3010,3767,8220,9041,3557,1707,2178,6904,52933,33172,19602,7698,1320083,no,no,Pay medical bills
726,3,1,dual_income,lower_middle,44118,37522,511290,25123,16383,102136,6617,3797,3880,5056,13043,4257,2697,4897,9340,71609,40680,0,19734,450660,no,yes,Travel abroad next year
727,3,0,single_income,middle,63185,53655,3139464,348492,74476,558423,9477,5753,5477,2102,9083,7205,1266,871,8586,65830,30254,0,46212,3004009,no,yes,Repay credit card dues
728,4,1,single_income,poor,24455,19610,120990,14011,187,98053,3668,2586,2229,5552,8054,6366,1623,3870,6924,53090,6552,0,4747,37135,yes,yes,Build wealth for kids
729,6,1,single_income,middle,99140,87363,2942439,393892,23837,789163,14871,3735,3867,3294,13970,9471,2575,3653,11350,87021,43585,17867,24610,2571005,no,no,Plan a family vacation
730,3,1,single_income,middle,107097,87258,3517785,486155,37957,255178,16064,3545,2025,7167,16561,9181,2135,2202,11839,90769,14849,0,44619,3786719,no,yes,Build passive income
731,4,0,single_income,lower_middle,46967,40867,1439277,96550,8847,91182,7045,5700,5757,9028,10220,7123,2183,4485,10614,81374,37934,0,7122,1453492,no,yes,Upgrade to a bigger house
732,3,1,single_income,rich,234018,183971,10257061,9737806,1842894,358085,35102,5264,4297,3036,10614,3879,1096,570,10826,83002,37314,0,92631,21479676,no,yes,Upgrade to a bigger house
733,6,1,single_income,upper_middle,145978,127178,5664990,1953795,403588,186184,21896,4313,2848,8386,14121,7789,1850,4314,12142,93094,28531,14980,61607,7836189,no,no,Retirement savings
734,4,0,dual_income,upper_middle,136915,109349,9515709,1253020,218825,461046,20537,4909,3263,2678,11384,2730,2988,4728,10419,79881,7766,23482,37428,10526508,no,no,Build wealth for kids
735,6,0,dual_income,middle,78069,69189,3084258,473691,97818,573413,11710,2855,3962,9655,12610,9821,1584,1817,10769,82565,11880,7349,46232,3082354,no,no,Build wealth for kids
736,4,0,single_income,poor,13722,11729,30077,15332,4392,13229,2058,5134,4598,4185,12052,6549,1749,2574,8149,62477,7014,9944,4335,36572,yes,no,Travel abroad next year
737,6,0,single_income,middle,118139,99969,4139682,310339,38018,852524,17720,2121,3440,9702,17590,5646,2003,3098,11046,84686,30420,0,32916,3635515,no,yes,Travel abroad next year
738,4,2,dual_income,upper_middle,171128,143023,8167011,1787749,284697,791323,25669,5551,2153,2906,19955,9576,2120,4838,13006,99715,10301,0,76636,9448134,no,yes,Build passive income
739,4,2,dual_income,upper_middle,178862,155311,7088201,1670658,246236,570974,26829,3984,5025,2003,15477,7998,1102,4175,12811,98219,36977,0,55379,8434121,no,yes,Upgrade to a bigger house
740,6,0,dual_income,middle,109206,92000,4565820,168446,81516,849511,16380,3734,5337,9043,10090,7480,1751,670,10055,77092,7809,0,32985,3966271,no,yes,Fund children's marriage
741,4,2,dual_income,middle,63991,55594,4120671,388801,20826,373697,9598,4702,4677,5787,9407,9914,1540,2628,8861,67936,17491,0,31513,4156601,no,yes,Open a PPF account
742,6,2,dual_income,middle,66287,56862,4338721,396317,75619,545258,9943,2451,4928,2124,19646,4364,2366,1406,8424,64585,49494,28888,22923,4265399,no,no,Pay off debt
743,4,1,dual_income,upper_middle,196789,156161,9658497,739198,140149,637151,29518,5608,4019,3123,19368,9298,937,2141,13592,104206,20925,0,67952,9900693,no,yes,Build wealth for kids
744,4,1,single_income,rich,463818,412362,48179819,3527329,9470147,186781,69572,5046,5267,7957,12210,9584,1875,2583,17663,135417,31865,9158,67864,60990514,no,no,Renovate home
745,4,1,single_income,middle,60097,47374,4827531,136232,87323,615004,9014,2026,3781,8198,19396,5123,1280,1354,9490,72760,43506,10365,48451,4436082,no,no,Travel abroad next year
746,4,1,single_income,upper_middle,177061,145367,6166533,1292554,409490,618650,26559,3614,5500,5862,9767,6708,661,4006,11329,86859,39024,0,61786,7249927,no,yes,Build emergency fund
747,6,1,single_income,rich,290577,242530,38009548,3935025,1168137,220928,43586,5041,3594,2195,12714,3474,2972,838,12059,92456,44529,9275,58308,42891782,no,no,Invest in stock market
748,6,0,single_income,middle,69872,58571,3369414,187193,70321,945723,10480,3566,5164,9816,10210,5152,1111,573,8340,63943,26021,0,23173,2681205,no,yes,Retirement savings
749,4,2,dual_income,middle,97800,80521,4902224,135402,85088,595107,14670,5464,4491,5739,17967,5936,2470,2992,11728,89919,17857,26387,43259,4527607,no,no,Down payment for a house
750,3,0,single_income,middle,73423,56166,3931947,196159,36802,478477,11013,5595,4299,3751,10657,5975,2527,3599,8443,64734,22673,16315,43085,3686431,no,no,Increase term insurance
751,6,1,single_income,middle,113821,87605,2297834,106654,87557,836547,17073,4870,3307,9524,19310,9163,636,1517,12005,92040,49660,17719,35008,1655498,no,no,Renovate home
752,4,2,dual_income,upper_middle,190540,143394,7963421,887581,403312,464258,28581,4007,4863,5376,9368,9809,1537,3438,11442,87725,42278,0,36080,8790056,no,yes,Build emergency fund
753,5,0,single_income,middle,77565,61630,2952337,483703,32094,362352,11634,5558,5924,3554,16678,8294,1882,2754,9114,69877,31082,21306,34513,3105782,no,no,Repay credit card dues
754,6,0,single_income,middle,116416,100639,3369134,321374,44715,917414,17462,4972,3514,5120,11970,6719,1839,2417,10309,79041,45409,20099,22398,2817809,no,no,Build wealth for kids
755,3,2,single_income,lower_middle,48448,40836,589299,38547,9450,132273,7267,5636,3563,7708,14044,8652,1211,2992,8666,66440,8420,12159,17592,505023,no,no,Retirement savings
756,3,2,dual_income,upper_middle,131117,113967,7085503,1361316,163887,417685,19667,3622,5702,7729,11408,3161,2117,4590,11132,85346,48801,27074,58783,8193021,no,no,Repay credit card dues
757,6,2,dual_income,middle,118568,98087,2466910,277367,50331,507784,17785,2454,2917,8723,16205,8241,778,1484,9920,76055,22344,0,22585,2286824,no,yes,Open a PPF account
758,5,1,single_income,upper_middle,159606,143124,9855366,1102851,472308,329351,23940,3936,3825,5307,19554,5110,682,529,11780,90317,35083,0,54459,11101174,no,yes,Increase term insurance
759,5,2,dual_income,lower_middle,33009,28440,1994763,7739,4059,126821,4951,4386,3970,8100,17730,8655,1171,1742,11027,84545,22096,0,19763,1879740,no,yes,Invest in stock market
760,5,2,dual_income,middle,65587,55339,3828175,174363,45785,387937,9838,4612,3691,3297,8357,7766,2645,3104,7447,57099,28238,13115,46864,3660386,no,no,Fund children's marriage
761,5,0,dual_income,middle,80523,71130,2249494,235921,44718,523121,12078,2061,3590,7542,13515,4019,2578,1692,8702,66718,48273,7355,37789,2007012,no,no,Travel abroad next year
762,3,1,single_income,lower_middle,57014,45492,1058851,146342,253,184729,8552,5331,3027,8007,10166,7091,969,1593,9195,70496,9789,0,12502,1020717,no,yes,Start a small business
763,4,0,dual_income,rich,307716,244759,43968174,4817993,3470233,409222,46157,3563,3450,6684,15854,5632,2377,1913,14191,108800,48466,0,71643,51847178,no,yes,Down payment for a house
764,4,0,dual_income,middle,106510,82072,2506911,450162,36565,731117,15976,3320,3799,8173,13421,3499,1447,3805,9348,71668,23599,0,25487,2262521,no,yes,Retirement savings
765,4,0,dual_income,upper_middle,172282,135351,8441336,1747454,404138,618936,25842,2309,3011,8892,17210,5411,1324,1656,10472,80287,38756,0,46060,9973992,no,yes,Plan a family vacation
766,6,0,dual_income,poor,16088,13438,110649,9276,2505,61388,2413,5932,4495,7955,14628,2076,2156,4687,7421,56897,43738,12952,2351,61042,yes,no,Fund children's marriage
767,4,0,dual_income,poor,19544,15495,31788,4649,3868,52289,2931,2367,2819,2422,16763,4909,1763,1923,8396,64370,28053,6753,3486,-11984,yes,no,Repay credit card dues
768,4,2,dual_income,poor,10146,7612,181347,16700,605,33945,1521,4882,2311,4855,8764,9836,2681,4953,6688,51277,48937,21518,3326,164707,no,no,Travel abroad next year
769,5,2,single_income,upper_middle,195768,167349,6208687,1540100,137459,238741,29365,4748,3044,8692,10661,4978,2779,3907,12847,98495,43875,27885,54213,7647505,no,no,Build emergency fund
770,4,1,single_income,lower_middle,34078,29809,1602482,11137,4698,180119,5111,3358,4699,7870,8589,6294,2564,2694,8313,63737,12377,22821,5364,1438198,no,no,Build wealth for kids
771,5,1,dual_income,upper_middle,142628,107057,8799366,1314234,484938,300886,21394,3356,5329,6306,16242,3468,1509,1574,10577,81095,5153,0,58677,10297652,no,yes,Repay credit card dues
772,5,1,dual_income,middle,80642,60491,3508298,141607,51288,574261,12096,3522,3495,4047,17364,9408,622,4658,9642,73928,32663,11733,32329,3126932,no,no,Repay credit card dues
773,4,0,dual_income,poor,14043,11518,24242,597,1702,27133,2106,5203,5039,2569,11328,2140,1185,3263,6898,52889,36742,8590,164,-592,yes,no,Start an education fund
774,5,2,dual_income,middle,83907,65378,3844541,488034,33366,455019,12586,4589,4369,8791,14157,7476,2006,3646,10782,82665,5193,0,25832,3910922,no,yes,Travel abroad next year
775,6,0,single_income,upper_middle,167628,127706,9155126,671811,129738,624209,25144,5724,5101,7560,13101,4589,2134,3866,12044,92342,45484,0,76921,9332466,no,yes,Plan a family vacation
776,3,1,single_income,middle,99125,74686,2825535,291157,76543,872298,14868,4823,3497,3631,8202,9153,946,2186,10009,76742,38596,23406,26956,2320937,no,no,Retirement savings
777,3,1,dual_income,rich,454055,365173,42501102,4667424,5553057,238374,68108,4555,2526,8918,11436,7048,797,4217,17075,130912,9599,11731,114813,52483209,no,no,Repay credit card dues
778,4,1,single_income,poor,13514,11777,34838,2919,1863,16385,2027,3169,2529,6623,19571,2964,1170,2752,8007,61387,6713,5635,1933,23235,yes,no,Increase term insurance
779,4,1,dual_income,lower_middle,45778,40785,572981,65573,9824,81076,6866,5403,2518,4241,18555,7120,1585,1894,8545,65512,40637,0,15246,567302,no,yes,Build wealth for kids
